 Case6_2
 Blade sections Data:
 ---------------------

section  span            betaZ*le(deg)    betaZ*te(deg)    betaM*le(deg)    betaM*te(deg)      chord [mm]  sweep       lean        area[mm^2]  lethk [mm]  tethk [mm] throat [mm]  (r*delta_theta)LE  Geom Zweifel  le/te/btween/none
   1     0.00000000       30.00000000     -17.03073650      29.74767237     -16.90885248      29.41695077  0.00000000  0.00000000 ***********  1.62639742  1.62639742 13.47979327  0.31415927         0.28921759    le   
   2     0.04338745       27.80065458     -12.19917510      27.69762440     -12.18034466      29.25103148  0.00000000  0.00000000 ***********  1.47880691  1.47880691 15.06393535  0.31415927         0.38461886    le   
   3     0.09166681       25.20941155      -9.01965692      25.18181995      -9.01822917      29.16215611  0.00000000  0.00000000 ***********  1.35454529  1.35454529 16.78992650  0.31415927         0.43238210    le   
   4     0.14180684       22.36729943      -7.07246272      22.36432836      -7.07222739      29.06939268  0.00000000  0.00000000 ***********  1.24819809  1.24819809 18.56258792  0.31415927         0.43689802    le   
   5     0.19287314       19.39437105      -5.45114574      19.39399667      -5.44925001      28.98412722  0.00000000  0.00000000 ***********  1.15732305  1.15732305 20.35023297  0.31415927         0.42305354    le   
   6     0.24429914       16.39302289      -4.04694512      16.38893273      -4.04405038      28.89720862  0.00000000  0.00000000 ***********  1.07935766  1.07935766 22.11884134  0.31415927         0.39607156    le   
   7     0.29570585       13.42633295      -2.91310861      13.41873510      -2.91019110      28.81064710  0.00000000  0.00000000 ***********  1.01166560  1.01166560 23.86443553  0.31415927         0.35558215    le   
   8     0.34684875       10.54605951      -1.95245885      10.53724280      -1.95024591      28.72826343  0.00000000  0.00000000 ***********  0.95286114  0.95286114 25.56097257  0.31415927         0.30570548    btwee
   9     0.39758621        7.83466774      -1.17914150       7.82688326      -1.17781972      28.66119468  0.00000000  0.00000000 ***********  0.90170921  0.90170921 27.21563104  0.31415927         0.24849733    btwee
  10     0.44785993        5.44976240      -0.54450459       5.44420612      -0.54395877      28.62210860  0.00000000  0.00000000 ***********  0.85725380  0.85725380 28.80713942  0.31415927         0.19182556    btwee
  11     0.49767092        3.51992254      -0.03915623       3.51665722      -0.03912407      28.62136702  0.00000000  0.00000000 ***********  0.81866634  0.81866634 30.34857193  0.31415927         0.14221708    btwee
  12     0.54706199        2.09613879       0.39795610       2.09456657       0.39771130      28.67293611  0.00000000  0.00000000 ***********  0.78535645  0.78535645 31.85564926  0.31415927         0.10612915    btwee
  13     0.59610282        1.15136979       0.77147353       1.15076576       0.77115549      28.80264081  0.00000000  0.00000000 ***********  0.75721513  0.75721513 33.32112368  0.31415927         0.08484264    btwee
  14     0.64488314        0.52837799       1.53983149       0.52822440       1.53946757      29.04099193  0.00000000  0.00000000 96.11381790  0.73435291  0.73435291 34.75689350  0.31415927         0.09408014    btwee
  15     0.69351622        0.05060754       2.05988891       0.05060259       2.05967184      29.41461836  0.00000000  0.00000000 91.57093433  0.71676803  0.71676803 36.16684056  0.31415927         0.09834250    btwee
  16     0.74214527       -0.42080645       2.54375107      -0.42080537       2.54368367      29.95856118  0.00000000  0.00000000 88.48611585  0.70456048  0.70456048 37.55405884  0.31415927         0.10061404    btwee
  17     0.79095034       -1.03701757       2.97480531      -1.03695871       2.97480519      30.70015489  0.00000000  0.00000000 86.77384003  0.69766312  0.69766312 38.92239330  0.31415927         0.09273360    btwee
  18     0.84016821       -2.03471526       3.33922946      -2.03410885       3.33916423      31.62432727  0.00000000  0.00000000 86.14427422  0.69504544  0.69504544 40.28111253  0.31415927         0.06269607    btwee
  19     0.89017971       -3.72574002       3.61210002      -3.72299629       3.61183736      32.70254869  0.00000000  0.00000000 86.28903260  0.69546851  0.69546851 41.63673053  0.31415927        -0.00534316    btwee
  20     0.94188711       -6.30639855       3.79787866      -6.29802866       3.79734029      33.92692513  0.00000000  0.00000000 86.98989374  0.69797528  0.69797528 42.98688062  0.31415927        -0.12019002    btwee
  21     1.00000000      -10.00000000       3.89706391      -9.98031298       3.89619236      35.40114904  0.00000000  0.00000000 88.11562948  0.70188380  0.70188380 44.42759669  0.31415927        -0.29321460    le   
 Total Volume of the blade =   17041.747513471000      [m^3]
