 Case6_2
 Blade sections Data:
 ---------------------

section  span            betaZ*le(deg)    betaZ*te(deg)    betaM*le(deg)    betaM*te(deg)      chord [mm]  sweep       lean        area[mm^2]  lethk [mm]  tethk [mm] throat [mm]  (r*delta_theta)WT  Geom Zweifel  le/te/btween/none
   1     0.00000000        0.00000000     -17.03073650       0.00000000     -16.90885248      29.71328270  0.00000000  0.00000000 ***********  1.64277817  1.64277817 14.33849958  0.31415927        -0.32867082    btwee
   2     0.04338745        0.00000000     -13.48794340       0.00000000     -13.46726473      29.33101527  0.00000000  0.00000000 ***********  1.48284106  1.48284106 15.98200517  0.31415927        -0.29494119    btwee
   3     0.09166681        0.00000000     -11.07991400       0.00000000     -11.07817494      29.13333521  0.00000000  0.00000000 ***********  1.35320911  1.35320911 17.64354305  0.31415927        -0.26836630    btwee
   4     0.14180684        0.00000000      -9.23788689       0.00000000      -9.23758171      29.00513538  0.00000000  0.00000000 ***********  1.24544317  1.24544317 19.30253780  0.31415927        -0.24459305    btwee
   5     0.19287314        0.00000000      -7.32000057       0.00000000      -7.31746726      28.90400793  0.00000000  0.00000000 ***********  1.15412844  1.15412844 20.95536952  0.31415927        -0.21013876    btwee
   6     0.24429914        0.00000000      -5.46254579       0.00000000      -5.45864916      28.81580200  0.00000000  0.00000000 ***********  1.07632096  1.07632096 22.58516932  0.31415927        -0.16872299    btwee
   7     0.29570585        0.00000000      -3.84470477       0.00000000      -3.84085919      28.74117145  0.00000000  0.00000000 ***********  1.00922919  1.00922919 24.19904044  0.31415927        -0.12691148    btwee
   8     0.34684875        0.00000000      -2.46341852       0.00000000      -2.46062773      28.67586389  0.00000000  0.00000000 ***********  0.95112531  0.95112531 25.78711888  0.31415927        -0.08639052    btwee
   9     0.39758621        0.00000000      -1.38767330       0.00000000      -1.38611793      28.62687845  0.00000000  0.00000000 ***********  0.90063083  0.90063083 27.34733431  0.31415927        -0.05142735    btwee
  10     0.44785993        0.00000000      -0.48550348       0.00000000      -0.48501680      28.60188335  0.00000000  0.00000000 ***********  0.85664866  0.85664866 28.87983081  0.31415927        -0.01892388    btwee
  11     0.49767092        0.00000000       0.36492083       0.00000000       0.36462112      28.61076180  0.00000000  0.00000000 ***********  0.81836328  0.81836328 30.38589121  0.31415927         0.01489220    btwee
  12     0.54706199        0.00000000      -0.63207786       0.00000000      -0.63168906      28.66751164  0.00000000  0.00000000 ***********  0.78520800  0.78520800 31.86785755  0.31415927        -0.02688831    btwee
  13     0.59610282        0.00000000      -0.66907670       0.00000000      -0.66880086      28.79932345  0.00000000  0.00000000 ***********  0.75712798  0.75712798 33.32618353  0.31415927        -0.02952359    btwee
  14     0.64488314        0.00000000      -0.87667907       0.00000000      -0.87647181      29.03683362  0.00000000  0.00000000 96.08586109  0.73424782  0.73424782 34.75976578  0.31415927        -0.03989468    btwee
  15     0.69351622        0.00000000      -1.12097965       0.00000000      -1.12086145      29.41037976  0.00000000  0.00000000 91.53985478  0.71666480  0.71666480 36.16825854  0.31415927        -0.05226634    btwee
  16     0.74214527        0.00000000      -1.23183808       0.00000000      -1.23180541      29.95405183  0.00000000  0.00000000 88.44759992  0.70445449  0.70445449 37.55455431  0.31415927        -0.05843292    btwee
  17     0.79095034        0.00000000      -1.05788702       0.00000000      -1.05788698      30.69545492  0.00000000  0.00000000 86.72326170  0.69755638  0.69755638 38.92277917  0.31415927        -0.05068222    btwee
  18     0.84016821        0.00000000      -0.31672634       0.00000000      -0.31672014      31.62052675  0.00000000  0.00000000 86.07774395  0.69496198  0.69496198 40.28339350  0.31415927        -0.01523281    btwee
  19     0.89017971        0.00000000       1.38461723       0.00000000       1.38451631      32.70499450  0.00000000  0.00000000 86.21904500  0.69552047  0.69552047 41.65160058  0.31415927         0.06651647    btwee
  20     0.94188711        0.00000000       4.32560543       0.00000000       4.32499279      33.95276363  0.00000000  0.00000000 86.98787287  0.69850613  0.69850613 43.05259379  0.31415927         0.20635102    btwee
  21     1.00000000        0.00000000       8.73965242       0.00000000       8.73772209      35.49367366  0.00000000  0.00000000 88.38457845  0.70371541  0.70371541 44.60089629  0.31415927         0.41004412    btwee
 Total Volume of the blade =   16848.720283482366      [m^3]
