 Case6_2
 Blade sections Data:
 ---------------------

section  span            betaZ*le(deg)    betaZ*te(deg)    betaM*le(deg)    betaM*te(deg)      chord [mm]  sweep       lean        area[mm^2]  lethk [mm]  tethk [mm] throat [mm]  (r*delta_theta)WT  Geom Zweifel  le/te/btween/none
   1     0.00000000        0.00000000     -14.63575940       0.00000000     -14.52937294      35.56246939  0.00000000  0.00000000 ***********  1.98038837  1.98038837 13.73546290  0.31415927        -0.23712200    btwee
   2     0.04338745        0.00000000     -12.30934214       0.00000000     -12.29035217      35.41872236  0.00000000  0.00000000 ***********  1.79637628  1.79637628 15.34525903  0.31415927        -0.22326816    btwee
   3     0.09166681        0.00000000     -10.55440519       0.00000000     -10.55274474      35.39868447  0.00000000  0.00000000 ***********  1.64598366  1.64598366 17.00970552  0.31415927        -0.21054811    btwee
   4     0.14180684        0.00000000      -8.65622188       0.00000000      -8.65593531      35.41143291  0.00000000  0.00000000 ***********  1.51991862  1.51991862 18.67541452  0.31415927        -0.18811401    btwee
   5     0.19287314        0.00000000      -6.32344725       0.00000000      -6.32125275      35.43469246  0.00000000  0.00000000 ***********  1.41285623  1.41285623 20.33238502  0.31415927        -0.14860675    btwee
   6     0.24429914        0.00000000      -4.07701438       0.00000000      -4.07409828      35.46123216  0.00000000  0.00000000 ***********  1.32180171  1.32180171 21.96758328  0.31415927        -0.10275454    btwee
   7     0.29570585        0.00000000      -2.33413240       0.00000000      -2.33179331      35.49571066  0.00000000  0.00000000 ***********  1.24332505  1.24332505 23.58068254  0.31415927        -0.06263333    btwee
   8     0.34684875        0.00000000      -1.31951447       0.00000000      -1.31801829      35.51713005  0.00000000  0.00000000 ***********  1.17493335  1.17493335 25.16556009  0.31415927        -0.03748535    btwee
   9     0.39758621        0.00000000      -1.25477062       0.00000000      -1.25336411      35.52010747  0.00000000  0.00000000 ***********  1.11458635  1.11458635 26.72244977  0.31415927        -0.03757753    btwee
  10     0.44785993        0.00000000      -1.72516853       0.00000000      -1.72344014      35.50432920  0.00000000  0.00000000 ***********  1.06078834  1.06078834 28.25270849  0.31415927        -0.05427958    btwee
  11     0.49767092        0.00000000      -2.20117778       0.00000000      -2.19937164      35.47218822  0.00000000  0.00000000 ***********  1.01241617  1.01241617 29.75865836  0.31415927        -0.07255724    btwee
  12     0.54706199        0.00000000       2.87963801       0.00000000       2.87786953      35.43195412  0.00000000  0.00000000 ***********  0.96868662  0.96868662 31.24345354  0.31415927         0.09917295    btwee
  13     0.59610282        0.00000000       3.22488481       0.00000000       3.22355799      35.38190317  0.00000000  0.00000000 ***********  0.92878868  0.92878868 32.71150695  0.31415927         0.11581894    btwee
  14     0.64488314        0.00000000       2.91915069       0.00000000       2.91846165      35.31837818  0.00000000  0.00000000 ***********  0.89209914  0.89209914 34.16593971  0.31415927         0.10920190    btwee
  15     0.69351622        0.00000000       2.25197296       0.00000000       2.25173569      35.24723930  0.00000000  0.00000000 ***********  0.85829479  0.85829479 35.60858928  0.31415927         0.08762060    btwee
  16     0.74214527        0.00000000       1.49032237       0.00000000       1.49028285      35.17892530  0.00000000  0.00000000 ***********  0.82705776  0.82705776 37.04565809  0.31415927         0.06020785    btwee
  17     0.79095034        0.00000000       0.85651978       0.00000000       0.85651974      35.11866277  0.00000000  0.00000000 ***********  0.79803829  0.79803829 38.48468407  0.31415927         0.03587035    btwee
  18     0.84016821        0.00000000       0.70401561       0.00000000       0.70400183      35.06938950  0.00000000  0.00000000 ***********  0.77085892  0.77085892 39.93617634  0.31415927         0.03052370    btwee
  19     0.89017971        0.00000000       1.48097144       0.00000000       1.48086351      35.03197195  0.00000000  0.00000000 98.95964318  0.74513723  0.74513723 41.41393531  0.31415927         0.06640502    btwee
  20     0.94188711        0.00000000       3.45478341       0.00000000       3.45429343      35.01605124  0.00000000  0.00000000 92.53036809  0.72046059  0.72046059 42.94561459  0.31415927         0.15995746    btwee
  21     1.00000000        0.00000000       6.77093512       0.00000000       6.76943028      35.05155779  0.00000000  0.00000000 86.14106422  0.69492334  0.69492334 44.67069402  0.31415927         0.32325518    btwee
 Total Volume of the blade =   24463.782976876297      [m^3]
